Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0004	1	anaerobic sulfite reductase subunit C	1079fc2a9e5fccc102650b36cd83d937
0.0004	1	homoaconitate hydratase family protein	0ec5c781f9f4dd3be2327deade8b816d
0.0004	1	Porphobilinogen synthase	0196cdb93c8298a8d400d6e8a9bfcad0
0.0004	1	redox-sensing transcriptional repressor rex	11c157a2d822e7f9903607c78be2ce7c
0.0004	1	Sec-independent protein translocase protein TatA/E	07a062fcd1ddf760f2445de5aa229aa4
0.0004	1	glycine/betaine ABC transporter permease component	03f2b9fd29f42283e1de5a956549596b
0.0004	1	exo-poly-alpha-D-galacturonosidase	07b42fe895326d57d22bbb57a8c489f8
0.0004	1	CRISPR-associated protein Cas	06fe7f2c659c0df4f87ee1a8fbead109
0.0004	1	sigma-54 specific transcriptional regulator	09865b30e4aab5afbc8cb17bce109f10
0.0004	1	phospho-sugar mutase	15b83a5b9deea97fc7b67fc5a01c5482
0.0004	1	sodium:neurotransmitter symporter family protein	02abd0b7667b58f183ff0fc53af21112
0.0004	1	Tol-Pal system beta propeller repeat protein TolB	10a75b3984ef7f981aea8c16abf6e548
0.0004	1	alpha-amylase family protein	1106419b84a80fd3381e295959693017
0.0004	1	transposase is116/is110/is902 family protein	0561287ef1f15eb5c4f5476d8278cca5
0.0004	1	DNA-directed RNA polymerase alpha chain (RNAP alpha subunit) (Transcriptase alpha chain) (RNA polymerase alpha subunit)	1a7dbb716c2ef2d2fc26633fb28261be
0.0004	1	putative serine protease	0bc8db72305a4541479694bef4079395
0.0004	1	dihydropyrimidine dehydrogenase	0cd7eb5fe1071f54cdc2029747c63bbf
0.0004	1	aminotransferase class I and II domain-containing protein	038921529144209aeeac5766fb29f697
0.0004	1	heavy metal sensor signal transduction histidine kinase	0a469310b50583748a707964654415e7
0.0004	1	sporulation sigma factor SigK	09627cf651f554f1cb796b9e3835e36b
0.0004	1	copper/zinc superoxide dismutase	047a58d2eda31b840b1c5190b1b18d8b
0.0004	1	geranylgeranylglyceryl phosphate synthase-like protein	0f5a796acffba5cac7bddc0bfd49139c
0.0004	1	Transcriptional regulator	174e255f71db229cb5027b12e8702844
0.0004	1	SSU ribosomal protein S11P	0ef099b44c721444d589318b973c98e0
0.0004	1	similar to ribosomal protein S8	07209a5087a3bc0e0c199d0041ab213a
0.0004	1	aryl-alcohol dehydrogenase	0f0802e48c8eb18393a585bde636abf8
0.0004	1	malate/L-lactate dehydrogenase	1530d237e4c87b6380cfa2029c140626
0.0004	1	protein of unknown function DUF965	10d12dc5371cd2e387e453f549d992a0
0.0004	1	V-type H(+)-translocating pyrophosphatase	08e465e392600b1d88a3258a4778aa8d
0.0004	1	RND efflux syste	122afa5cb9056c9c6440eefa6469efdb
0.0004	1	dethiobiotin synthase	03684a4d7d86987613e2381d125b1508
0.0004	1	aconitate hydratase/aconitase	04e78f200af576b17ca3f80de24628bc
0.0004	1	non-ribosomal peptide synthetase	062e7cf5b1a10714b5086ad1929fea09
0.0004	1	dehydratase	1073b4608451d1fc18dad14c90c64f53
0.0004	1	putative orotidine-5-phosphate decarboxylase	0df31c5038f66ff8d519869dc8d11418
0.0004	1	ISPg	0d425bf05c678d84d8e025efd6ff8637
0.0004	1	Gid7p	023cdbbd06f7905c18e118b43a5d8457
0.0004	1	N-ethylammeline chlorohydrolase	08b48eb50c51d5544690a088e8dea81f
0.0004	1	putative AIR carboxylase	03b0a9ce6d13a07fcdbc15d094adb952
0.0004	1	branched chain amino acid:cation symporter family transporter	0da0c8e1533c47c333a42bb17306ca62
0.0004	1	Polypeptide-transport-associated domain protein ShlB-type	16938a0ecac778b5640541edfcf4d151
0.0004	1	Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall	0f20fa468e17cfbc44c92379c4b4e125
0.0004	1	putative efflux transporter component	1763849a477198a7042eab7d07733b17
0.0004	1	phosphonates import ATP-binding protein PhnC-like	10750eb03c8aae2737b2d43c11b33072
0.0004	1	putative spermidine/putrescine ABC transporter permease	17a47af8ae3369d89c2c3af68553df00
0.0004	1	Mg2+/Co2+ transporter	033f7304f515a0a7043c172ae1b8ab34
0.0004	1	alkaline amylopullulanase	0567aecc9af59506af25e70891a865c1
0.0004	1	type III restriction-modification system subunit Res	023ac85ca0e0a5f1a5380997286ebd6f
0.0004	1	VacJ family lipoprotein	028f6e5f75391285f49baca0d12a2207
0.0004	1	putative periplasmic binding ABC transporter protein	151b18d590e638da331cd1b15cb8cf9f
0.0004	1	PTS system mannose-specific EIIAB component	0bdd29d4423d626b08e8325f82371c52
0.0004	1	RbsB (Ribose ABC transporter)	0e92b46769c6d7e6dc1638b63d08d13f
0.0004	1	putative transport-relate	15824f66cc0eab90456dbc335b631c50
0.0004	1	restriction modification system DNA specificity domain	024d3d8ddc72b4959fb6bb10997e7a8c
0.0004	1	arylsulfatase A	0dd4af2e5071ddcaf86718c80f363d18
0.0004	1	putative pyruvate formate-lyase	1028ec71e52c0f4979933ee054e90f66
0.0004	1	bifunctional glutamate--cysteine ligase/glutathione synthetase	12eed4c250ba1330884f3ea2e215fcd6
0.0004	1	sensor protein RprX	12e95c67194b2d4c7464669e300ce2f1
0.0004	1	phospholipase/Carboxylesterase	0678980ddfa41132d917f22e7b9aaef7
0.0004	1	poly A polymerase	0fadbe622b0c3c7e9dd3eec4fb235a14
0.0004	1	solute-binding protein of ABC transporter for peptides	0cd9e7dde570eb72182ae21df2670be0
0.0004	1	putative M23 peptidase domain protein	11eca785d7da65aef5745e0a4f59bee8
0.0004	1	Organic solvent tolerance protein	0ea0adfc575abc9c2a8fea8ac6154148
0.0004	1	electron transport complex protein RnfE	0f8906f714c3f40d38431479edd6e879
0.0004	1	electron transport complex protein RnfC	07d8f46c33c44f05f6a32e5615362f98
0.0004	1	rubredoxin/flavodoxin/oxidoreductase	14ae9e2b17a699da7495124994be0c0a
0.0004	1	ribosomal protein S27a	110a21abc795c40bf5af51d208da955d
0.0004	1	LSU ribosomal protein L16P	0d097721e996c090b2f9400682845538
0.0004	1	putative phosphoribosylformylglycinamidine synthase protein	02e976fc0d6e15132a5bced0a2c02d5e
0.0004	1	magnesium transporting ATPase	193a369ec3efa42012e290b58a48bcd1
0.0004	1	putative integrase/recombinase	1615156a2de2faa2df77caa34f880b61
0.0004	1	putative hydrolase exported protein	19eb2f9ac5a1ddcb8049e6a7c184eeb6
0.0004	1	elongation factor 1-alpha	06f85129433ab92aae5e4bd9307eadbf
0.0004	1	toxin-antitoxin system toxin protein Txe	074df73b5ed5add5cd9e8ad0cf97e7f4
0.0004	1	L-serine dehydratase alpha subunit	06955054e3072c6694bdfe0e4afa0af3
0.0004	1	O-methyltransferase N-terminal domain protein	16edf8dfa7a30876dfa8c7301f963d8c
0.0004	1	ArsC family protein	00c51470f50dd7f85a5591369322c372
0.0004	1	putative DNA restriction-modification syste	050c62b1cc98d59f8f5f847a8b49ddd9
0.0004	1	putative aminoacyl-tRNA synthetase	0f10d5139424116b74633aff354d5c87
0.0004	1	RNA polymerase factor sigma-32	07cce40f610c9352d066ed158607899f
0.0004	1	ornithine decarboxylase	0326dcc9d74bcc997cc7f0a67b294f59
0.0004	1	GBLP_NEUCR Guanine nucleotide-binding protein beta subunit-like protein (Cross-pathway control WD-repeat protein cpc-2)	124ffa7a58021311ce58212f33d1609e
0.0004	1	putative heavy metal-transporting P-type ATPase	01d91e26475661cc861b91e4adcbe406
0.0004	1	multidrug/solvent RND transporter TtgB	07bdda99064523fc50d23705f9f3c5e3
0.0004	1	similar to glyceraldehyde-3-phosphate dehydrogenase	16896db39d41b78704622576fd2dca1b
0.0004	1	exonuclease N	0851547b7d39dd6f612e73c94764d9e7
0.0004	1	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	07426015741071c9ad8ce5681b4d8383
0.0004	1	oxygen-independent coproporphyrinogen III oxidas	00fa08e8f5573e293c9f7ae7ee89dd20
0.0004	1	ABC transporter ATP-binding protein-branched chain amino acid transport	057c650df006ef504accad4b53c6ea53
0.0004	1	nitrogen-fixing NifU domain protein	1920436a604b4e2d420aa187b0d4e3bb
0.0004	1	IS605/IS200 family transposase	13c5daff8cdaa59807903a0e884e022f
0.0004	1	M23/M37 peptidase domain protein	126d3f27e67a0a1110943e0f5a16f591
0.0004	1	putative glycine reductase complex selenoprotein A family protein GrdA	0d1efa76916f5da9c23f62dc2625d7d3
0.0004	1	ribonuclease H-related protein	08883b9f02a169dcf58b350c68c7e356
0.0004	1	Putative aminotransferase A	0ae18327f6cecfd9a10e204591a0aea7
0.0004	1	putative transport ATP-binding protein	13d6158a6e9f12c8e3164bdd9cfcae80
0.0004	1	P2B_NEUCR SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT (CALMODULIN-DEPENDENT CALCINEURIN A SUBUNIT)	188e92132b815638c82bc6b49da5d283
0.0004	1	putative L-iditol 2-dehydrogenase	131eff054021f28a1ce0e5b3c50f4042
0.0004	1	serine/threonine transporter	01cdd440399e52567c3577c1526e401e
0.0004	1	AGAP006165-PA	0f882eb2f85dba24cbdd46357cd60053
0.0004	1	YwqG	0235b6388daa7e68933ba89c14c065bd
0.0004	1	Elongation factor Tu (EF-Tu)	094091eaca3165ab26beac6d706d2680
0.0004	1	YALI0B18590p	139231ef86eff544577480799be66722
0.0004	1	cobalt ABC transporter ATP-binding protein	0acb52a7f6dbddad8e76e6c606376a5d
0.0004	1	sugar transferase	15dd27c8d337aa64b304f91c38409e12
0.0004	1	ribosomal RNA small subunit methyltransferase b	186112292f347acd41c3de32e663566f
0.0004	1	ribosomal RNA small subunit methyltransferase h	1548cf5dd20a752849414c13d24a38d8
0.0004	1	Spo0B-associated GTP-binding protein	0e1c6ca80ed8fac208d80c10a5d876f1
0.0004	1	translation initiation inhibitor	0cda964a34aa42678fc41a76fd3d56a8
0.0004	1	superfamily II DNA/RNA helicase	0d912e7aedcccfd4afde76ac7f4cf91c
0.0004	1	dipeptide/oligopeptide/nickel ABC transporte	0c8ff905b1d01e6982ad6c1785859bbf
0.0004	1	fibronectin type III domain protein	0c4ef1c9a54aa288e2ddb7cfc7b1ae13
0.0004	1	xanthosine permease	165cc5e3d77dd6a7306001b6324d0061
0.0004	1	NADH/Ubiquinone/plastoquinone (complex I)	0f3cc7c253e2015fbe20a84cbf5e93f5
0.0004	1	nickel responsive regulator	06efedb22720c105085f622b102f4346
0.0004	1	Member of the PUF protein famil	08592668ce51d64fda83d0e110e3a74c
0.0004	1	putative Na/Pi-cotransporter II-like protein	009e70a0ce6d2ccf475679c9332713f7
0.0004	1	3H domain protein	03ecf7cb14fe6eca014ba8c896874c52
0.0004	1	alpha/beta hydrolase fold protein	08595d982369e5f8772cefa794e5cb18
0.0004	1	hemolysin-like protein	0b18105c4313053419c203be860f52f3
0.0004	1	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	0226a8ee0e52e27bf9c68797556a4554
0.0004	1	S4 domain-containing protein YlmH	0b19705a6ed4818a6f7f1e7c6f1e4cc9
0.0004	1	indole-3-glycerolphosphate synthase	051dce283c733494b0692c9d65f99a2b
0.0004	1	transcriptional regulator family protein	10cc433b2ce59feb1c6f8f00d529732d
0.0004	1	urease accessory protein	0e0eca15453ea35279901c3e6073e406
0.0004	1	respiratory-chain NADH dehydrogenase subunit	0672affee8422a000ec629e1a59e235d
0.0004	1	putative serine O-acetyltransferase	0879d38799ba77f15573a6f90c1c0a26
0.0004	1	diphosphate-fructose-6-phosphate 1-phosphotransferase	086fa6483ec4e0dd10181af3980165f1
0.0004	1	Myo-inositol catabolism protei	0936544437878243226acb1e27918d5f
0.0004	1	E2 component of acetoin dehydrogenase enzyme system (dihydrolipoamide acetyltransferase)	17389242868b58b4b804b674344668a0
0.0004	1	cobalt ABC transporter permease protein	132f4dd95df6e954e15b342961e51009
0.0004	1	heavy metal transport/detoxification protein	113805593bb5c412640ecbba669e9b92
0.0004	1	modf	0d2a9127296eb102e6976075dc95e6e8
0.0004	1	Mur ligase famil	148b978ecfd593c59facf39f023d9994
0.0004	1	putative regulatory protein cII	030f0f28aba9c209a5cd54898be12eb5
0.0004	1	protein of hypothetical function DUF1432	18d07dcec8a833623547422002aa073f
0.0004	1	phosphoribosylformylglycinamidine synthase II (FGAM synthetase)	195c13c09b2f058c1ea22dcf6ee1f31b
0.0004	1	4-hydroxyphenylacetate 3-hydroxylase	03ffe0071f3e0d77faeae6fc3286f220
0.0004	1	beta-N-acetylhexosaminidase Bhx3B	09e24a4903211e9c21710369627e5489
0.0004	1	protein of unknown function DUF1016	00ad83801528a61a98713f600b985a01
0.0004	1	oxidoreductase/nitrogenase component 1	0374b16007f1b6af9ca7a4799cbcc411
0.0004	1	chaperonin-containing T-complex zeta subunit Cct6	185e9c95dc04c0f03a3ef6547b289547
0.0004	1	Na+/proline symporter-like protein	1622dceb053b77ffa3a387c6f15a340b
0.0004	1	predicted cobalamin binding protein	119933daad899d1b3b596a4c6e7b3fdb
0.0004	1	Aminopeptidase	12dcba8b146d8c3e872d598407410520
0.0004	1	ATP-dependent RNA helicase DbpA	073da501dca34ead4d70bc10cdb62b95
0.0004	1	putative HAD hydrolas	010f1336039d486d678d004ef3491ba1
0.0004	1	N-acetylmannosaminyltransferase	069e16398c6df041153b52377118286a
0.0004	1	Nicotinate-nucleotide pyrophosphorylase	0a3742354a03407c18fa033e8282f7cd
0.0004	1	probable amino acid carrier protein	00b3e59f594e7595ea8f5ce758075948
0.0004	1	DNA primase small subunit	1486ce197dd7deaf64308556ea522ffe
0.0004	1	aldo/keto reductase family protein	0c857175ef48eed3e5eb7e1d18a00c5a
0.0004	1	SpoIID/LytB domain protein	0c469153d8722a9072c9c11b6df8b54d
0.0004	1	UDP-galactose-4-epimerase	181fcfaee6934408da9567aa993e73bb
0.0004	1	thiamine biosynthesis lipoprotein ApbE	02c3bc5b085129134c09e248cce0283c
0.0004	1	IMP cyclohydrolase	01c318fc954efea23a00e32248c8abd8
0.0004	1	aIF-2BI family translation initiation factor	0b6d0dbcabb1f6863a8286b2b244ea11
0.0004	1	glycosyl transferase family 51	166bb10fb7e3b7e93a4ae30c5f707e0d
0.0004	1	similar to Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	143e3b7c9aafd528fde755ca914698e2
0.0004	1	competence protein	09ff3b064313bd4cac634f755ad8892d
0.0004	1	TRAP transporter	169b3e31bfd731e93d13d3237314dbfe
0.0004	1	Beta-lactamase	08213e366af54af53a6fc904c51440ba
0.0004	1	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	0e4585a45e8e5d81fc445cf2a435adda
0.0004	1	peptidase m48 ste24p	0417582f3dd18e5651799d5615b45c3d
0.0004	1	proline/glycine betaine ABC transporter ATP-binding protein	118b4a4a7b61fdaf7940a4ba9b2ef9c0
0.0004	1	nonheme iron-containing ferritin	126b20826bf6704dca31c191fb3cded9
0.0004	1	Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenas	10207fd84c38b0c80fb869b181774aba
0.0004	1	Thiol-disulfide isomerase and thioredoxin	01bb7711a11123ef8b676de18461e1eb
0.0004	1	4Fe-4S ferredoxin	1818f87b2255c43ad0b6a4eaac9942cf
0.0004	1	ribosomal protein S12 methylthiotransferase	0255a4381ee66ab55e329b2e5192904f
0.0004	1	heme D1 biosynthesis protein NIRJ	1629bade247b7f475c5151a2242f9d3a
0.0004	1	endopeptidase Clp ATP-binding chain B ClpB	1a93b84f1caadcc8256909e64dd8258a
0.0004	1	amino acid-binding ACT domain protein	15e7e484b761755f587a2c9ac407dea0
0.0004	1	DNA topoisomerase IV subunit B	0df2a2bc7a49636224533499af75f590
0.0004	1	cyclopropane fatty acyl phospholipid synthase	09820622f1e9a8fa5f9bdc3760ab471f
0.0004	1	molybdopterin guanine dinucleotide biosynthesis protein MoaE	0205897ea640ff921e9634385aae6959
0.0004	1	SOS responce UmuC protein	06924b8d53c2806f9e521069c5cda387
0.0004	1	Fe-S cluster domain-containing protein	01fe58ae56a6ddf5e5d3afa24294a9ad
0.0004	1	fusion: PTS syste	183f2e6a61455deb34f6144860856eb5
0.0004	1	Adenylosuccinate lyase	1a83f91d9399a48a7031093bc932b491
0.0004	1	L-threonine synthase	1971bccef3ab1def953d2fca5fd2ea40
0.0004	1	putative NAD(P) transhydrogenas	02b5e59bd8f2ef91c4e28d5c844588a3
0.0004	1	FecR protein	1318bd2a994037d88f68724195eea04f
0.0004	1	Argininosuccinate synthase	1a260ca46d53e27d80d9869a32b1dd2e
0.0004	1	monovalent cation:proton antiporter-2 (CPA2) family protein	126eccda6cfda3054e2eeabac261f650
0.0004	1	glutamate--cysteine ligase/gamma-glutamylcysteine synthetase	0cb881eaa7fadf200b333737152c0bb3
0.0004	1	Serine/threonine-protein kinase-like domain-containing protein	0dd64088926aeaeb0ba6885ed51a69b9
0.0004	1	cell division cycle protei	0380abd15fa8dd67784aa50943e4198f
0.0004	1	dTMP kinase	10e066cb96a0ce07d0d1dab694911d11
0.0004	1	transcription factor	0c27fc7178386711c22cacdfe7735acb
0.0004	1	putative glutamyl-Q tRNA(Asp) synthetase	0f59dfba99df6826b8dff848aceff664
0.0004	1	GTPase of the Ypt/Rab famil	0ed8ad7f8ecd69bfb5b2bdcda5731bc7
0.0004	1	iojap-related protein	0757e636c6c4d670aeb937dab23fb34b
0.0004	1	magnesium transporte	0d94479e1fcf696ca90b6dc80cb58e93
0.0004	1	LSU ribosomal protein L21P	02c1fb97c7d659740b33edf7013d080d
0.0004	1	MmcQ protein	102e57ba5af9b8715c5973af294cf23f
0.0004	1	sporulation stage II	0d4a0db2c2c7cc92e18e7fc77a0b3d8a
0.0004	1	putative periplasmic substrate-binding transport protein	05ff4918fffae2d16e840070b0d82b7b
0.0004	1	putative anti-restriction protein	0f04b66ecf02f5a2e16ff7049fd2e4e3
0.0004	1	repair endonuclease subunit A	063b1f7daac27b4b8a72336d5010221d
0.0004	1	possible prophage antirepressor	1932ad899cd3a019c1a1c0719b8672ff
0.0004	1	putative ferric anguibactin-binding protein	13096a768992243af870cd0504d62e66
0.0004	1	dipeptide transport ATP-binding protein dppF	12e7d09268113311a5315e4845b006e3
0.0004	1	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	06153be0564c813b0f2ff39a4989d766
0.0004	1	arginine decarboxylase	0de293f5aeef4a2cf26d9f4c914aec05
0.0004	1	ATPase AAA-2 domain-containing protein	0fcc95921ed4643c2282e411f8cd754c
0.0004	1	3'' exoribonuclease famil	11e549693d0cac9034e7c04cf4dfef6a
0.0004	1	GTP-binding signal recognition particle SRP54 G- domain-containing protein	0e19db52ac7f69a8e291332730d14e9c
0.0004	1	glycine C-acetyltransferase	18a506635bbf6ebf4913c9cba8a78b51
0.0004	1	two-component system histidine kinase	0b90488328809262938145d3715d4027
0.0004	1	putative type II restriction enzyme HphI	032be6d9ce0dfac3c54c1026783facba
0.0004	1	transcription antitermination protein NusB	0085928229d7c02bc873a8bafa574f31
0.0004	1	flagellar biosynthesis protein	088908ddf1a5cc13444a63e68ff0a2bf
0.0004	1	Proton/sodium-glutamate symport protein	06e9c5d7ab681a2d5759d395b86340f8
0.0004	1	HKD family nuclease/DNA/RNA helicase	0a3d8505cc5f607b703d09d894bad8a4
0.0004	1	pyruvate formate-lyase-activating enzyme	199062867b491ad42ba8c4fd45f3e1ab
0.0004	1	Oligopeptide transport ATP-binding protein oppF	1a2428fab96522cac3cc405fb9cf442c
0.0004	1	u5 small nuclear ribonucleoprotein-specific protein	0e5ec708831ab6249026f8bed2cdc648
0.0004	1	similar to Glyceraldehyde-3-phosphate dehydrogenase 2 (Glyceraldehyde-3-phosphate dehydrogenase II) (GAPDH II) isoform 1	11f1bf4b0eb494e3946c16718df0b5f7
0.0004	1	glucose-inhibited division protein A	06093a392fbc459bb92d08e10bf96a22
0.0004	1	tumor necrosis factor receptor superfamily member 10B isoform 1 precursor	16639c77e357f741ff7e908cc8a768e7
0.0004	1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	05c866f460d6a82f6cb907af6309cdb2
0.0004	1	alpha-N-acetylgalactosaminidase	04ea5a2d4b1117723b0ae34d4edd30c1
0.0004	1	sorbitol dehydrogenas	0863a31ff4dd8fce1df549a69d9c83e1
0.0004	1	Phosphopantothenate--cysteine ligase	12c624671b6b00d258e6d2ebf5704686
0.0004	1	putative cobalt ABC transporte	16fa2c62eb2c0bf20b972117562b4123
0.0004	1	UspA domain-containing protein	0fdeebfd911f62467019e0dad5159bae
0.0004	1	pyridoxal phosphate-dependent aminotransferase	14b2e1570e0e24c3a6f8fba832e41082
0.0004	1	N	02f40ef38e275f03df76399d1a447259
0.0004	1	imidazoleglycerol phosphate synthase	135f275ea11cf189170c8b3e4ca80ac4
0.0004	1	uronate isomerase	171e9f633ae67587ba57e423aa14493b
0.0004	1	transcriptional repressor SdpR	09c359dff61a9c81c973726f995ed974
0.0004	1	DNA mismatch repair protein muts	0f4dec41696f8077ee08425aa9ce2184
0.0004	1	Receptor Mediated Endocytosis family member (rme-8)	13910cf2bce79cc38cd4382bfdd37be3
0.0004	1	low molecular weight phosphotyrosine protein	13bf18e177aaa1f85bd041bfaa05e5d5
0.0004	1	cell surface protein precursor	184f37f53b92931f088d5487d5125c23
0.0004	1	ABC transporter membrane-spanning permease - ribose/galactose transport	1555b3826a30a981f5597291e6bb5cbd
0.0004	1	phenylalanyl-tRNA synthetase alpha chain	04415ec592006424dd0d59894e001565
0.0004	1	putative aminopeptidase 1	0b4c4ca3ffdaa3b095520db46321860d
0.0004	1	glutamate-5-semialdehyde dehydrogenase	147832ad9e9047c25717bdf209400ab3
0.0004	1	CpsA protein	165edbe21ee3c58efc34363546899075
0.0004	1	putative ABC transport system ATP-binding protein	0efe86b1de46ddc1869166f907eab3dd
0.0004	1	tRNA methyltransferase	06acda6ae8465277e8ef867c3aeeb837
0.0004	1	S1 RNA binding domain	1606d4c0c0fa16bba478589fb948cf46
0.0004	1	ABC-type transporte	182ae88186da9f2c166a5ec90693307a
0.0004	1	PKD domain protein	1066e55f532b7c7838e333018fbb6907
0.0004	1	HflK	1442e716eaeaef01f74adac061a69b21
0.0004	1	carbamoyl-phosphate synthase	1853ae0aec3c2902fe9a9a2f5223a361
0.0004	1	serine/threonine-protein kinase mTOR	03b71d5562cd93ff9ff04360aa69a836
0.0004	1	Rim101p	07b6ce2886b8e68935eee657a1415679
0.0004	1	6-phosphogluconate dehydrogenase NAD-binding protein	0c004a655478eee32aaf8d7cf0bcb9d5
0.0004	1	xanthine phosphoribosyltransferas	12f1819ee4e58b23172bf255840bf534
0.0004	1	6-phosphogluconate dehydrogenas	12d7fda733c4ee801e07ddcf27c1db6b
0.0004	1	Bsc2p	06f3b1192649335f1849a830384c8712
0.0004	1	cell wall binding repeat protein	0d0acb98f8062b49213f4a61e9aea199
0.0004	1	methanol:cobalamin methyltransferas	132e51c00cf6fe88909584d8eacbffa7
0.0004	1	ferredoxin oxidoreductase	075b5be3978f03050f9dae0455085457
0.0004	1	recombination regulator RecX	1784d13e6f8ae3e4d36ad36fd496aaac
0.0004	1	heat domain-containing protein	0ec7e987fe77de216ababb24865117f1
0.0004	1	twin-arginine translocation pathway signal	11806f5d5345a64953fa43803d7a3d66
0.0004	1	general stress protei	0d5f0b35b95fd27c457b6f9351bbfa73
0.0004	1	plasmid stabilization system protein	144a23321842a73797ec1f53b0143465
0.0004	1	molybdenum cofactor synthesis domain-containing protein	1345ad61df600d2c3362b8af287d21e2
0.0004	1	fibronectin binding protein B	0b8b6ed214088ca88bb238e0e35ab7dd
0.0004	1	putative phosphoglycolate phosphatas	0c9335f326605c401defec16da87fcd4
0.0004	1	carbamoyl-phosphate synthetase	0999aed7238c631fa34cc89e6f5833af
0.0004	1	ORF004	16effd9e0c97bc940ddcfe0436c894a0
0.0004	1	putative ribosomal small subunit pseudouridine synthase B	04d8c9eea8e96c836ee20e30f5191e42
0.0004	1	hypothetical protein LOC100508465	0d6b85659d2b0e0cc546cbb9f2a2fe32
0.0004	1	V-type ATP synthase beta chain (V-type ATPase subunitB)	03822992541bf6cb80cd91da91c372ec
0.0004	1	dimethyl sulfoxide reductas	0fc92d38171b612620dec1aa88d0ca05
0.0004	1	kinesin-like protein KIF7	0c68e87b1ea2cbb13ffe12575aaeff8b
0.0004	1	glutamine--fructose-6-phosphate transaminase	0c90f98fc2733d4cd45bde4d2eca1e43
0.0004	1	ras-related protein Rab-13	03008ac24472e21e1df9ef93fb1f252a
0.0004	1	putative anaerobic DMSO reductase chain A precursor	126f1a38c39f81e36f197374cfdacca9
0.0004	1	malonyl-CoA-[acyl-carrier-protein] transacylase	08de29a84842e70ddd1abd187b52519a
0.0004	1	tyrosine-protein phosphatase CpsB	058bc17621a57b113f50f6369d4abd8a
0.0004	1	Tyrosyl-tRNA synthetase	1a329d363b67752d9528232024115c50
0.0004	1	hydroxymethylglutaryl-CoA reductas	1a2c816b95a9e6ed1aa3524bc12c0eea
0.0004	1	Bts1p	149534a03cd05956d264b63f17c417e3
0.0004	1	two-component system regulatory protein	09c9227544c618bd65d52e62f6668632
0.0004	1	possible beta-glucosidase	17d5bbb52274600152f685ca9c8db957
0.0004	1	NADH dehydrogenase subunit 7	1411ee8a9559057254f5561d15ffcfe3
0.0004	1	multidrug resistance ABC transporter ATP-binding and permease protein	028f3b5a58d95714ae2062080e2080ec
0.0004	1	Glu-tRNA(Gln) amidotransferase subunit A	00d0d313995711fa5b9178eec4f14326
0.0004	1	NADH dehydrogenase subunit D	0c7f3520b33a222999328a92c7e86c12
0.0004	1	NADH dehydrogenase subunit H	055b2c285e22755a1f604f2a83a29b72
0.0004	1	NADH dehydrogenase subunit L	059f3e258e60e72e2bc40f5f7ee9f8cc
0.0004	1	thermostable carboxypeptidase	0300ad56f763774dfed6bd1e886fa2a6
0.0004	1	spermidine/putrescine ABC transporte	15a6e618c54c93530d4c2098e5ead950
0.0004	1	stage III sporulation protein AH	0dd8204dccef04716999e977bf05c943
0.0004	1	putative protease IV	12e1aa1e6ada9512c47ece5740e8bcde
0.0004	1	T-complex protein 1 subunit alpha	17c01b934b099df544c6c93e7729e5d2
0.0004	1	branched chain amino acid ABC transporter	1508bc83ebedb5b9055896ee6866ff9a
0.0004	1	periplasmic [Fe] hydrogenase large subunit	0d58d2fb37c7641d98019a168b13d22b
0.0004	1	NADPH:quinone reductase related Zn-dependent oxidoreductase	06f05bbd135a8c88d395edce2e7b50c6
0.0004	1	phosphate regulon transcriptional regulatory protein	0574feeed411ed906af989f210e604c8
0.0004	1	coagulation factor 5/8 type domain-containing protein	0c559db40baecb079bba72b56a7128fd
0.0004	1	HesB/YadR/YfhF-family protein	19d6efd6820d9f6e7598886d2da2e570
0.0004	1	Pyruvate dehydrogenase (acetyl-transferring)	147f805f27f03ae1eed07fa1163fef8d
0.0004	1	ComF operon protein 1 (ATP-dependent helicase comFA)	05798ea7df9330c33d28bdcf1ad6e074
0.0004	1	group 1 glycosyl transferase	0c2b13b8c0a55fe9b4b9f17621b44b38
0.0004	1	dihydroorotate dehydrogenase catalytic subunit	1369f10ddb427661662639505b669c4a
0.0004	1	oligopeptide transport ATP-binding protein OppD	0aae3f7e8a40e3a9ca98c07bd8b58f36
0.0004	1	ABC transporter ATP-binding protein-oligopeptide transport	05f687503e51c3417d491ec7bf395fdd
0.0004	1	Mgr1p	0a822c81e2d1d98f3ecb31c402e0d14b
0.0004	1	cytochrome bd ubiquinol oxidase subunit I	1a587ac415aa4d2907f811e17a307585
0.0004	1	electron transfer flavoprotein FAD-binding domain protein	05d8c94276a67b4cb23c5bd8d5cad86d
