Number of total reads: 		250000
Number of unique reads: 	2159
Number of unique transcripts: 	2159
Number of unique organisms: 	344

Percent of total	Count	Species name
0.0024	6	aldehyde dehydrogenase	0076c57ad0dd6162563f7229d205fa55
0.0024	6	Mg chelatase-like protein	00eda4d0096e1acc6408d1c48e6f7328
0.0024	6	glycerophosphoryl diester phosphodiesterase family protein	01191038c95812312d915e23c0764c38
0.0024	6	arabinose-5-phosphate isomerase	03451e7a587a1bd2f63275e5b2361b76
0.0024	6	SufS subfamily cysteine desulfurase	00809ea2a1ec6935c3d4c9639a3fa7d2
0.0024	6	Sel1 domain protein repeat-containing protein	0162da6dc692a2b863511ab0d2ca57c1
0.0024	6	RNA-directed DNA polymerase (Reverse transcriptase)	003507ac86cc9c30b177fdaf9a83992f
0.0024	6	aspartate--tRNA ligase	00c557cf654401e9b67e354a8d940c9c
0.0024	6	L-carnitine dehydratase/bile acid-inducible protein F	00860555ca75caa940b6aa11003aed22
0.0024	6	selenate reductase subunit YgfK	011ea8fd48d40986a65de6c56eff4d2d
0.0024	6	aspartyl/glutamyl-tRNA amidotransferase subunit B	01c14f35ef9f1d1a9b223640ba9f90d0
0.0024	6	protein of unknown function DUF205	0084cbbd0444abac6980a2904b51e549
0.0024	6	trypsin-like serine protease	0095347efa0a7ee29789b4b14d1c8df8
0.0024	6	putative TnpX site-specific recombinase	03294d4af7a4af96b79553f74f238564
0.0024	6	peptidase M2	00c8020a9a4af81ea7b72a90182275a3
0.0024	6	valine--tRNA ligase	002dfece648a033dd69ac5014008abb7
0.0024	6	protein phosphatase 2C domain-containing protein	01cbde71cbb8c0bd7b83704f9805551b
0.0024	6	tyrosyl-tRNA synthetase	0051b2f229869415590e250b665c2c14
0.0024	6	thiamine biosynthesis/tRNA modification protein ThiI	009d84deb7008fa96448b50b8dc0ea77
0.0024	6	50S ribosomal protein L7/L12	00e41dcff32b3e2ed77e1ed841fbe9a6
0.0024	6	conserved hypothetical protein TIGR02453	01ef5753662d350aa95f384004d238e4
0.0024	6	microcompartments protein	0036c246ab02d0f523c82afe63dee0c0
0.0024	6	pyridine nucleotide-disulfide oxidoreductase family protein	00584c459e90e8a971160b6e08cf2825
0.0024	6	sugar ABC transporter ATP-binding protein	01b9206b54e260fba41939914d180fcc
0.0024	6	GTP-binding protein TypA/BipA (tyrosine phosphorylated protein A)	00e43020e6d4701b229dd2b32cd07ad2
0.0024	6	orotate phosphoribosyltransferase	003b38477e7d9999f4a04a0a66e55f11
0.0024	6	DNA damage-inducible protein	01fc2db312f50dc86e846ac29341fec8
0.0024	6	polysaccharide biosynthesis protein	00649f1388eeab3a24d4d38e9294a61b
0.0024	6	YahA	00b20ce598e90d433500b0cef3d654aa
0.0024	6	response regulator receiver modulated metal dependent phosphohydrolase	00f23c6c6275ab6e420a50c9cb99defe
0.0024	6	sucrose phosphorylase	00c2914d0f41d827cd303258137281da
0.0024	6	Silent information regulator protein Sir2 /NAD-dependent deacetylase	0270ad337496744b660e994a9ed303b8
0.0024	6	Aspartate aminotransferase	03410c8b55c6504eec02c14a66a9684f
0.0024	6	thymidylate synthase	023baf52fc46650295722cb5aad03dfe
0.0024	6	NADPH-dependent glutamate synthase GltA1	03523f5af998e862d6ed8f2cfa9cc617
0.0024	6	COG0463: Glycosyltransferases involved in cell wall biogenesis	01b3e36417091710950bad3409e42d08
0.0024	6	endonuclease III	021c2a1fbf10728cc3f1a3ec8e58b10d
0.0024	6	prophage LambdaBa0	012ef0697c53f3fd4cb0aaaf1ed9e78f
0.0024	6	cobalt ABC transporte	0129303872d63b5eeb2be387ff2134eb
0.0024	6	deoxycytidylate deaminase	00ec643128aa49588ca69aa7fdd0e2b4
0.0024	6	Cof-like hydrolase	0181de9453208b1e445c2cce047f40cd
0.0024	6	PTS system ascorbate-specific transporter subunit IIC	005ddb5cf6e63db065578f7d639c1ede
0.0024	6	phenazine biosynthesis protein PhzF family	01d21945d94a7d1084000380380c645a
0.0024	6	CAAX amino terminal protease family protein	035466fec37ca7a0521f2d61868199b0
0.0024	6	alpha-L-arabinofuranosidase	012388f2d81d70ccdaf6b3155ce4c47a
0.0024	6	ABC transporter substrate-binding protein - oligopeptide transport	00bb8e494ba332ea38a2ba983892f268
0.0024	6	putative uroporphyrinogen III C-methyltransferase	001a19d0ec0bd5022487526adf036a3d
0.0024	6	metalloendopeptidas	02c35c4edf8a13bbca16854b94c9bf5b
0.0024	6	bifunctional	009adcce0f9d52ea00f9bd057d765d25
0.0024	6	DNA-binding transcriptional regulator OxyR	01f7ef453121c0bb818ead6a5da9a2b6
0.002	5	putative L-fucose isomerase	01a4647612280c3a051c746e46943111
0.002	5	high-affinity branched-chain amino acid ABC transporte	02d301afa76bffca913075770fda1699
0.002	5	AcrB protein	02a5133955edcb8a90a5facf42d3ccdd
0.002	5	nodulation protein l	00671a2c93150e091a8f8b160dfb5048
0.002	5	histidinol dehydrogenase	00dbad4442ff2aefc206bad421287149
0.002	5	phospholipid/glycerol acyltransferase	0097ececb410379ca717dc15bf5020d7
0.002	5	RNA binding S1 domain protein	031804f0655d1b8b62893e09d073b590
0.002	5	ATP-dependent RNA helicase DeaD	02d5dff18c4391e76aa07af670831c76
0.002	5	6-phospho-beta-glucosidase BglA	0329e99e509c2a40d3bd879b27d1703c
0.002	5	putative binding protein-dependent transporter	035def07b582b0462fa7b2e1a481c776
0.002	5	periplasmic binding protein	001b947a7161002b00ca753463e6dbf1
0.002	5	alcohol-acetaldehyde dehydrogenas	02241c28def72293405f9e6a2b63411d
0.002	5	cysteine synthase	020c1a369333d76dea8fb24b1679863e
0.002	5	O-antigen polymerase	031a569fb74d38f347e6d421a0378a01
0.002	5	ybaK/ebsC protein	0032c71ba16d83ab1b468cf41e78ba9d
0.002	5	putative lichenan-specific phosphotransferase enzyme IIA component	009f3143e4a8cfe844040d842f55ab27
0.002	5	peptide deformylase	01b5a1b1b3cddddbbd146d33a14ec30a
0.002	5	Polynucleotide adenylyltransferase region	0131b6f23834e9e9b4a7f0687fcea3db
0.002	5	oligopeptide transporter ATP-binding component	02fbee7f9ccdea0abdf487651572e5af
0.002	5	beta subunit of mitochondrial ATP synthase	00cdfb3a4c8fed1798ca4df168c9f741
0.002	5	polar amino acid ABC uptake transporter ATP-binding protein	034dda4696b79bb2c30dd7139f4494fd
0.002	5	exodeoxyribonuclease VII large subunit	0327576e6b75bdc79f517593a09f281e
0.002	5	ribosomal protein L22	0268bb03ab4eac1531ec543033c2fe68
0.002	5	DNA-directed DNA polymerase III alpha subunit	01639f527ab8d5a1265b1fba59f21900
0.002	5	chromosome partitioning protein ParB	033b0de1175c427c12951ea9a3850382
0.002	5	nicotinic acid mononucleotide adenylyltransferase	00da0d623c60645f57c155b7a28f32a2
0.002	5	phosphoheptose isomerase	013260448d4d71c7d0152ff6b5977ac6
0.002	5	sodium ion-translocating decarboxylas	029686f514378f03348e889e835c544a
0.002	5	COG2826: Transposase and inactivated derivative	002342809748d10d560a1a69ea38d88e
0.002	5	protein of unknown function DUF520	02de9843b0dae1bede97aefffbfbd05b
0.002	5	C_GCAxxG_C_C family protein	01a1590c54c2afaffde2ef5c14dd78a1
0.002	5	putative ECF-type RNA polymerase sigma factor	008a85857b4d91643470a179e20d6f69
0.002	5	ABC-type transport syste	02d88093f97727940cfd37a2ff1292c2
0.002	5	tRNA-specific 2-thiouridylase MnmA	0142dab2cbf1bc6f86043fd31c8e54ce
0.002	5	prolyl endopeptidase	0174581f9194fc1e7db28f2bb4734476
0.002	5	UDP-N-acetylmuramate/alanine ligase	011eaf713e60c718e94be6f8749bab29
0.002	5	binding-protein-dependent transporter inner membrane component	00add7616bd6f66257ab2a621bb148bd
0.002	5	permease of the drug/metabolite transporter	020b3b4e27ad277fd0af380c4ebcb974
0.002	5	RNA polymeras	0298460f2464dd6ae316bae0dd119bdc
0.002	5	glucuronate isomerase	034ec1240309f3f5f02dbb34f84d27b3
0.002	5	Binding-protein-dependent transport systems inner membrane component	03391e0bd98e8d2859c413996cd224c1
0.002	5	ribosomal large subunit pseudouridine synthase F	03732c02c73637085556ccf71a3909d8
0.002	5	carboxy-terminal processing protease precursor	00071d941319719efd6bad488695afb2
0.002	5	orotidine-5''-phosphate decarboxylase	022bc64fe3895589af3827ddad128969
0.002	5	oligopeptide ABC transporter ATP-binding protein	01b01ee661a7665732b0b874c2c8b33f
0.002	5	ATPase with chaperone activit	00ac4dcef006fcb59db4a712055a8747
0.002	5	prolyl-tRNA synthetase	01b5784532b5d8452ac1b2da0ff53924
0.002	5	phenylalanyl-tRNA synthetase subunit alpha	015c15974442870cb29128149cfbb4c0
0.002	5	phosphatas	0010360cddfe99581579cec59f078610
0.002	5	nitroreductase family protein	02117cfa89a42cfbebc15cb9e807472e
0.002	5	acetyltransferase (isoleucine patch superfamily)-like protein	02bbfce3d596d718eeac7045ae9c4e07
0.002	5	GMP synthase	001c7864820322a62b204889f60a9bae
0.002	5	membrane protease FtsH catalytic subunit	018795f30add994afd878ad130a123ac
0.002	5	TPR-repeat-containing protein	016559372cd2dbf87cc4a2a622c7b9ee
0.002	5	excinuclease ABC subunit B	00ac542151522a889b1a6f09372618e6
0.002	5	aminobenzoyl-glutamate transporter	013b0f076b27aa0f93ab707ed187f3dd
0.002	5	DEAD-box ATP-dependent RNA helicase ydbR	037567ff928c62465b5aec236c85e0ce
0.002	5	Adenylate kinas	01c904d46e329ce26a72291aabe60bad
0.002	5	glycosyl transferase family 2 protein 2	00f6264c1726fe01da70683f3f72c30e
0.002	5	imidazoleglycerol phosphate synthas	02cde50394eae1b0b64b9275ef7e7b04
0.002	5	GGDEF domain-containing protein	01409a325b3a7515d76a5c2952155f1c
0.002	5	two-component system sensor histidine kinase/response regulator	02592c39490b032770b8cfcb821281d6
0.002	5	cardiolipin synthetase 2	0069cf0be1d85e764b1e41c1accfecf9
0.002	5	dipeptide ABC superfamily ATP binding cassette transporte	02cb5b48f73e234fc955a2751385d3ca
0.002	5	glycosyltransferase 36	031bf103d9e9af6a9174ed364d0246ca
0.002	5	putative carbamoyl-phosphate synthase large chain	01ed1b0def611b126c6cab8b35b88eca
0.002	5	3-isopropylmalate dehydratas	00f4a0a9144fb9a6caf7ecb6365f6e60
0.002	5	phosphate ABC transporte	0376dfbf964251d67e55e5dec7cda054
0.002	5	relaxase/Mobilization nuclease domain protein	00da659e12a233920845d6f2e8595de2
0.002	5	50S ribosomal subunit protein L7/L12	028f082938e5d2e5704bba9db3ab6389
0.002	5	winged helix family two component transcriptional regulator	0184a772dc66142fcf7f2d9b2a20cd21
0.002	5	cell division protein FtsW	01185a12a855849ceef9e85428ef0c24
0.002	5	Acetyl/propionyl-CoA carboxylas	016923cc03f3341cf03d7811324b174a
0.002	5	cysteine desulfurase activator complex subunit SufB	02be035edc088bc5a0d51867d40ce2bf
0.002	5	5-formyltetrahydrofolate cyclo-ligase	0134fa5a6aab548bc2493105358fed64
0.002	5	phenylalanyl-tRNA synthetase beta subunit	00f08b8030d88c70bd6ff91ff2a89dbc
0.002	5	oligopeptide ABC superfamily ATP binding cassette transporter substrate-binding protein	02a402a54322991c01aa9991d3c30a57
0.002	5	polynucleotide phosphorylase/polyadenylase	015046c7e9d91c3466c9918a10dbf67a
0.002	5	zinc (Zn) alcohol dehydrogenase	01ce590052ee290bcea1654a7df4d4fe
0.002	5	hydrogenase-4 component C	0195401624d7ce1989859577daab09cd
0.002	5	transport protein	0277b6d4efc70e140dfbb62044bb70bc
0.002	5	sporulation initiation inhibitor protein Soj family protein	0002d4df54045c32e38fda3778ea2bb3
0.002	5	adenylosuccinate lyase	01bc7dffd5ff407266a4f8f70c0223a6
0.002	5	sugar-specific permease	01b49c08dcbefeecb9d66c04c655941b
0.002	5	hydrogenase 4 membrane subunit	03287bb86788f6f556907745df9890bc
0.002	5	protein TolA	01e45e3c70b6f7cc2c8e382595e11b07
0.002	5	L-serine deaminase	0045dc3b10b12c5c53be26fd15838e8e
0.002	5	molybdenum cofactor synthesis protein	032061bd748d6c612ea07845ceb50b12
0.002	5	urea transporter	0014f76095100cd39b52c6ebc3e9ede7
0.0016	4	putative oxygen-independent coproporphyrinogen III oxidase	0193d3ab79613eb162b9aacd1bbcc6f6
0.0016	4	ABC transporter truncated	01c0eedf5d04fd6691bc4150a2b9a9cc
0.0016	4	Alpha-N-arabinofuranosidase	01f702a7c8a79392a70fd8c20657f420
0.0016	4	putative toxin regulator PfoR	004150ff5bef37b781d73481efa7863f
0.0016	4	PpiC-type peptidyl-prolyl cis-trans isomerase	0190d4eb7860ef60925130aecd8e3fdc
0.0016	4	sorbitol PT	0226b0830dec00322ecbaef9d3d0d22c
0.0016	4	ser/Thr and Tyr protein phosphatase	004099fa0ab4a0711dd4dcebad1ae133
0.0016	4	class II aldolase/adducin family protein	00696aedca441e7999964815c8cbb033
0.0016	4	transposase for IS1541	02c1826e717b532ef29b7d23acaee2e1
0.0016	4	hypothetical	03412a371c1e81f91a7759cf62478914
0.0016	4	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0267d4ccba7e37b4304d0f0160f53639
0.0016	4	phosphorylase	026e03ecf468bd433d30561540364e61
0.0016	4	septum site-determining protein	00c34d7589ec94ab9a1228ca41ddb627
0.0016	4	ribosomal protein S7	0365425ccbf38b8ab4d8a306be5dfb2e
0.0016	4	5''-nucleotidase	00515bd18f10d192abcf197cd0ac180b
0.0016	4	putative metallophosphoesterase	035126e9a5704ebf4366f6bc3e7bee84
0.0016	4	extracellular solute-binding protein	014df71958d9d27f6a3ab6bb1dd4f8a4
0.0016	4	poly-gamma-glutamate synthesis protein	01f3c47995c002349a1eec033e5750fc
0.0016	4	protein translocase subunit yidC	032587e2b4d9a44ca5039a58d2200c11
0.0016	4	spermidine/putrescine ABC transporter ATPase subunit	0101c717b07278f337ac30012c2fe479
0.0016	4	ribosomal protein L30	018d583dbcce041548a72d7fa2f6560d
0.0016	4	chromate transport protein	033013d9930afadf95c3966a351101fd
0.0016	4	peptidase family M3	007de21a7e447d5045a76accae927356
0.0016	4	translation elongation factor EF-G	01e76f76da9c67b67db99fca2c03f07c
0.0016	4	Lon protease	02e1720dfc712ccba6f624dc38646c52
0.0016	4	50S ribosomal protein L20	02413d27ae704e4d0bb4eabb55f38a65
0.0016	4	ribosomal protein S19	00ed86f80b476a4c2b927cc74139f387
0.0016	4	capsule biosynthesis protein CapA	01f02479af07e055c12551cba2d5c6a7
0.0016	4	transporter	00ea171eed844ee5be7b659e00f39d8e
0.0016	4	retron-type reverse transcriptase	02ae1a1a43657f865c9c1f0b2bd80f03
0.0016	4	flagellin	01a1c397929193a842db45a073f0b665
0.0016	4	restriction enzyme methylase subunit	0280e56677e2914c1f976a0822aeb10a
0.0016	4	putative glucose-6-phosphate 1-dehydrogenase	03689d46a7a3a29688b03cdcd69bc5eb
0.0016	4	glutamate synthase subunit alpha	01fee2f65a2cd2ea02fff16353852261
0.0016	4	50S ribosomal protein L19	01a39dc4a9f24b666d0558581d98e0fb
0.0016	4	ribosome recycling factor	00393edb3f9a790dfb1bdcdef158a318
0.0016	4	beta-xylosidase-like protein	02ede2e8813b9ba0abe76fe137520633
0.0016	4	manganese-dependent inorganic pyrophosphatase	01035b30539341d336974f5789b8288d
0.0016	4	IlvB1	022b7dd7165e4035a89ad12cca556922
0.0016	4	gp60	03277a03a1029a4027a7bd88022151cd
0.0016	4	cara	0005409786f655eca4ac34866ae9aea1
0.0016	4	DNA-binding transcriptional repressor ExuR	022fb3f73dae00ef40aaa4e42ab852b8
0.0016	4	alkaline phosphatase synthesis transcriptional regulatory protein PhoP	014d09f5d24a8c8c938af60fe16a59bf
0.0016	4	6-pyruvoyl tetrahydropterin synthase and hypothetical protein	030bc148711c1fadbf6754215e9a6fa6
0.0016	4	GntR domain protein	00f19f83b9c59c8d85e2e1a7337626a8
0.0016	4	lipooligosaccharide sialyltransferase	033d571c6873677101906907eb2da287
0.0016	4	acylneuraminate cytidylyltransferase	02cd0858662ee40b712deb288346400a
0.0016	4	3-methyladenine DNA glycosylase	013c5d4bc230dafb3c4e9cb3fba132c9
0.0016	4	ABC opine/polyamine transporte	0302acef2d00024dedaef9ab2eaeb5a6
0.0016	4	ClpXP protease specificity-enhancing factor	0344807a9a3d95e3bb0f87f63128f377
0.0016	4	dihydroxyacetone kinase subunit DhaK	01eb00905ed44b0d4c8b897a10db3122
0.0016	4	LL-diaminopimelate aminotransferase	02af10b4c2be410780f7711cdf4baf31
0.0016	4	rRNA methylase	0140eb4fa37dda39e874d741605a3822
0.0016	4	primary replicative DNA helicase	031b85605f9ec7a88d6a7ea25e16f1d9
0.0016	4	UDP-N-acetylenolpyruvoylglucosamine reductase	01933d8c1c8dd68b68058d6d35d73759
0.0016	4	lipopolysaccharide N-acetylglucosaminyltransferase	035a35eee5bd95c3f39af286982cd5c7
0.0016	4	UDP-N-acetylglucosamine acyltransferase	011abb3734072ce9900b73c441b10ea1
0.0016	4	selenid	002276901bd7859440a4a783a56c3fbd
0.0016	4	HDIG domain protein	01b751c46e10d2cf8955199e14e9f271
0.0016	4	folylpolyglutamate synthetase	01c9de6a9ddec6d6917ee67062496571
0.0016	4	Cysteine desulfurase	01ab04c0489e6bc085dbdea5f0f75039
0.0016	4	similar to alcohol dehydrogenase	020e77d36a209860268182b4c9b00d02
0.0016	4	DNA-directed DNA polymerase	019bf675d1b1e8b619120084b2a19211
0.0016	4	hydrogenas	00fa3ee996fff03a08913543658d9532
0.0016	4	putative selenate reductase subunit YgfN	0233fc7275884511cb3c6a9f26d19710
0.0016	4	oligopeptide ABC transporter	01fd6ce1da060ec0ee3bd167a850814e
0.0016	4	putative restriction enzyme	007c66109f55e815bd4368dd9a927914
0.0016	4	ribosomal protein L29	029c2bc33a3f99501fe4f6ec84493fc1
0.0016	4	aminotransferas	01e9191accf4551189e7de64e0bbba6d
0.0016	4	UDP-N-acetylglucosamine 2-epimerase	0117b2804e6bdc29a6b8def68dc08435
0.0016	4	type II restriction enzyme NlaIV	001e7910ed96fa4af93dd696739f3d5c
0.0016	4	acetylornithine aminotransferase	020f58559270eb3216b5dfb4c468d14f
0.0016	4	glycine radical domain protein	00bf723edcb1960cd0a0770d829463e3
0.0016	4	aminopeptidase	00691f6600618603a204aaa17e6de3cb
0.0016	4	pyrimidine-nucleoside phosphorylase	000c22fc64171f5f6841abb2e08876f0
0.0016	4	D-psicose 3-epimerase	0272e6f5806ee5fa61468c28741576ea
0.0016	4	phosphate permease	00c492230a8ce0b75e439a85bd89865b
0.0016	4	Methionine synthase	03700fcfd52198336a5e17d58c4ab45d
0.0016	4	alginate O-acetyltransferase	01f14e5cd53091fa723efc5ccc16d2be
0.0016	4	calcium-transporting ATPase	00533135e602db40c3192dc1a37db33b
0.0016	4	polysaccharide biosynthesis protei	0081d048cc71a347621ad39b84f3a9f8
0.0016	4	alanine dehydrogenase	00e7d07247e2cd0f3a978e4f433f9016
0.0016	4	taurine--pyruvate aminotransferase	01e799973851c4c0c8dbdb97bf4be31b
0.0016	4	50S ribosomal protein L1P	01dcb505a2e43b335ce5be7224e6fb8f
0.0016	4	cysteine synthase K/M:cysteine synthase A	0036874fefb9703d5864c15d802299e1
0.0016	4	nicotinate phosphoribosyltransferase	0122ffb3cef810a38af9644635d7b16e
0.0016	4	pyruvate dehydrogenase	01668a02c46ed82dc0d456f8c25df4ab
0.0016	4	GtrA family protein	0276136ad77519ce3ee94a90dfc10dca
0.0016	4	phosphopantetheine adenylyltransferase	01f3637fba7960e5193896faf97eb505
0.0016	4	L-serine dehydratase 1	02abef1ab9977b1c5d13c02cbdd990d8
0.0016	4	serine-type D-Ala-D-Ala carboxypeptidase	01357c678739cd912069e7ab3d192948
0.0016	4	LexA repressor	016b073bb879eb049cf03c9dfb5f7d74
0.0016	4	protein-export membrane protein secd	02b6508bf19d4021adfbf42d7b28e41b
0.0016	4	acetolactate synthas	02a1b6d68587d7e1d83bf5140e6414a1
0.0016	4	Phosphotransferase syste	019c2dc7f7263f6c4e48dfa704594d68
0.0016	4	periplasmic solute binding protein	008fbe04c586d444bcbd7bef0ec1e569
0.0016	4	two-component sensor histidine kinase YesM	019e5db3f035849fa6be2f8907f817a1
0.0016	4	D-hydantoinase	0003cef899962e850a9f56c4f112f1b5
0.0016	4	glutamate formiminotransferase	01d0022732bd0e865717d7c18b4710c8
0.0016	4	competence protein comM	00b6ef79ba57ec6bd83c734e2068d4fa
0.0016	4	capsule chain length determinant protein	0309a0536bc9c49e516dd14dcd7f0bde
0.0016	4	modification methylase HphIA	010ab156b30d7eda69c71abd3edae73e
0.0016	4	phosphoglyceromutase	02379682864dc0f821e16dfee4a57e98
0.0016	4	putative regulatory protein cII	030f0f28aba9c209a5cd54898be12eb5
0.0016	4	possible dGTPase	027b19c3820261cdc2c0499bd81edc99
0.0016	4	purine nucleoside phosphorylase	01910ac1d241616993bf94a36cab5bb7
0.0016	4	ATP-dependent DNA helicase RecQ	00ca93948ba7342e22fb0f3eba996bb7
0.0016	4	pyridoxal-phosphate dependent TrpB-like protein	002076bceaf1b73f6e6c19a725905698
0.0016	4	pseudouridine synthas	007e91ed8c72886d7f9fd02da8969de7
0.0016	4	tryptophanyl-tRNA synthetase	022360e66e550709c993f06040e6c0dd
0.0016	4	putative glycosyl transferas	02222f3c8ef700b517f5e5c5e41da3c7
0.0016	4	DNA repair protein RadC	01638fb993105be8852ad6bc9f082151
0.0016	4	2-C-methyl-D-erythritol	011a509f576fc6411a3784044d946804
0.0016	4	DNA protecting protein DprA	037e6802e2af889b168845e96dbdb613
0.0016	4	F0F1 ATP synthase subunit gamma	00d12f8ee84624cb7dea0862c35c29fb
0.0016	4	geranylgeranyl pyrophosphate synthas	025c74af9a871bfdd47216efc2c6a35d
0.0016	4	putative cell division protein FtsQ	022e4fd1444123c096a36e77f2498936
0.0016	4	outer membrane receptor FepA	00e3c6401c249872c02dcaa25b87d669
0.0016	4	chorismate synthase	01162c02dc1d134f05fe186401283b3d
0.0016	4	Glycine hydroxymethyltransferase	030e2e3a570bd1d66801bab9c441f141
0.0016	4	possible 1-deoxy-D-xylulose-5-phosphate synthase	01b726bd8f65f0b160c5c9511d8c9be5
0.0012	3	regulator of length of O-antigen component of lipopolysaccharide chains	01dc05a694fbf10399eb57385247d798
0.0012	3	alpha-L-fucosidase	03566719ccbf6b1286c7119b89e78997
0.0012	3	ISSag3 transposase	012c74f022f2af7ca1828b456959abbb
0.0012	3	ribosome biogenesis GTP-binding protein YlqF	03422b9b55846bb8f16fbedcd5340a8e
0.0012	3	response regulator Rr1	014621f3d76bac4a2e15431dcc015ae0
0.0012	3	glutamine ABC transporter ATP-binding protein GlnQ	01878adcf4d5660483d0969ea9a5f9c1
0.0012	3	ribosomal protein L19	024414f2fa438743bb47f5368e8404ec
0.0012	3	23S rRNA (guanosine-2''-O-)-methyltransferase	029e1ab258fa9e13a381f38b22c3240c
0.0012	3	alpha-N-arabinofuranosidase 1	004cd4ae236a93d3a67502907318eb1a
0.0012	3	putative manganese-dependent inorganic pyrophosphatase	01168c704d9eb6968178c734f5c9feef
0.0012	3	M16 family peptidase	01bba66c95ebd49533c82b58ffd155b5
0.0012	3	GtrA-like protein	02345e3b1c10028787d051a9693b6231
0.0012	3	RNA-binding protein Hfq	01b6373c4669fe0f133d83a128396f91
0.0012	3	OmpA family protein	0076c3c2d3a955506af824b4831f9490
0.0012	3	RelA/SpoT protein	0316ac44c07ec25011524a7b6863e84d
0.0012	3	cytosine-specific DNA methyltransferase	025688c2d1dc2158907a0414b7dac682
0.0012	3	phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	010c75b91535369802a8786c7818c326
0.0012	3	efflux transporte	034179823e1e6b7a5c1c88fd95920230
0.0012	3	mbl protein	019c2d9c42dc980038b510968e754b63
0.0012	3	inosine-5''-monophosphate dehydrogenase	0087303c7ac6476cda78d31da49e1274
0.0012	3	fructan hydrolase	02e1a41b8be622bf11687738701b38d3
0.0012	3	stage III sporulation protein AG	037a956fc4cff0cd62ef28926af92a43
0.0012	3	IS1 ORF2	02e8cd57a5deb4498c2fe80a3a96688f
0.0012	3	PrkC	0345093d43d165adc3ecbf5081bb669f
0.0012	3	cell division protease FtsH	028b30063036cf8b13348a29f05dbee0
0.0012	3	phosphoribosylamine-glycine ligase	02724c3bba47d9523a240a2727217d2f
0.0012	3	zinc-binding domain protein	0233b8210f8bd50381051c651ea348d4
0.0012	3	phosphate transporter ATP-binding protein	0034350ce28b853edfe4c6ba972ada43
0.0012	3	prolyl-tRNA synthetas	016e5043d2315ff6722407f7799108c2
0.0012	3	protein of unknown function DUF6 transmembrane	02e4ebb553325d6ec4b229227581e71a
0.0012	3	putative metalloprotease	02a98caf3f4f7b7f78ce675d70feaeb3
0.0012	3	glycoside hydrolase family 2 sugar binding	008ce50e1fa30b9099e1c582e56bef12
0.0012	3	putative permease	0301e66e0f603cde30c74d88d84ae92a
0.0012	3	50S ribosomal protein L2P	011cafb79f6b010fd0f1fa70d841642f
0.0012	3	peptidase S8 and S53 subtilisin kexin sedolisin	02cd419235a94a1faa95597e5dc93247
0.0012	3	glycerone kinase protein	02abdd95ad98e1b8c7af6025c2389b3a
0.0012	3	putative dinitrogenase reductase activating glycohydrolase	01d623fc0a066aef1c16c391e6eb1d66
0.0012	3	putative O-acetylhomoserine sulfhydrylase	024ad282cd30bdd7a4c8d2aca2b4568e
0.0012	3	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	007c10170609e772013a84ac6049825d
0.0012	3	DEAD/DEAH box helicase domain protein	01a531b8a59fd5b3650b8413eb3cc666
0.0012	3	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	021b8c47c98f99594c7f777d77083966
0.0012	3	DRTGG domain-containing protein	003d61aab1e64d4895f7fa2f7e8f92dd
0.0012	3	Ferredoxin hydrogenase	001895baf108ab0c5bb6cdd13a1879be
0.0012	3	CTP synthase	029a950c42b06f66732ffcc85c63068c
0.0012	3	putative cryptic C4-dicarboxylate transporter DcuD	0252732b1a46525f29f1b92e76944b55
0.0012	3	calcium-translocating P-type ATPas	0152e1afc8192ab6894f6c0c9a6902f8
0.0012	3	thioredoxin family protein	02ca18b4745712d72e11ff1af0f60343
0.0012	3	50S ribosomal protein L11	00391815f2fb1e4d308fd38080222bb2
0.0012	3	3-deoxy-7-phosphoheptulonate synthase	011eb6f6f0ca4deff7edf7b6e85407ed
0.0012	3	two-component sensor histidine kinase	01cdb4933967edf7cd939dc7eb3d6001
0.0012	3	DNA polymerase III alpha subunit	00fb3e153b50dcccdbe2b41df19aa556
0.0012	3	ygiQ	025a0129abeaaabf08a5d86061bc832f
0.0012	3	dihydroorotas	00dc21686bf0f6384f76ccf91f445627
0.0012	3	Cell envelope-related transcriptional attenuator	00d9ab0c2a21c0fecb4913a62e94e697
0.0012	3	signal transduction histidine kinas	0033512a8816b3f01f53b8f45c508646
0.0012	3	cytochrome bd ubiquinol oxidas	0259f6e3ab7fc10ddda2167150687b2d
0.0012	3	putative glycosyl transferase	0006aab680dc615f40350f8a5ed0d7b0
0.0012	3	PfkB domain protein	006ae9a48bb0ac8ae3008097593567c2
0.0012	3	fibronectin type III domain-containing protein	02c681e824f8d1d6b5d5e794723c8748
0.0012	3	putative diacylglycerol kinase	00951f367199bdbf40cd2645573ab32b
0.0012	3	septum formation initiator family protein	01cc07832440105436ce466a949fcd1e
0.0012	3	acyl-CoA synthetase (long-chain-fatty-acid-CoA ligase	01d6700ea205e92df35f5d8a720381d8
0.0012	3	HIT domain-containing protein	024eeb3df254e7e9d5791c211fe67f8d
0.0012	3	putative 30S ribosomal protein S1 homolog	0165e1db4974b66373e8e0dfcfd74d17
